feature,gene,importance,abs_importance,importance_type,antibiotic,model
amr__tuf,tuf,0.0591,0.0591,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multidrug_resistance_protein_mdtg,multidrug_resistance_protein_mdtg,-0.0591,0.0591,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,multidrug_efflux_system_mdtef-tolc_inner-membrane_protondrug_antiporter_mdtf_rnd_type,-0.059,0.059,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multidrug_efflux_pump_emrd_of_mfs_type,multidrug_efflux_pump_emrd_of_mfs_type,-0.0585,0.0585,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_tetracycline_efflux_mfs_transporter_tetd,multispecies_tetracycline_efflux_mfs_transporter_tetd,-0.0583,0.0583,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__yhie,yhie,0.0583,0.0583,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__tetracycline_resistance_regulatory_protein_tetr,tetracycline_resistance_regulatory_protein_tetr,0.0576,0.0576,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__tem-12,tem-12,0.0571,0.0571,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul1,-0.0565,0.0565,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cys_regulon_transcriptional_activator_cysb,cys_regulon_transcriptional_activator_cysb,0.0561,0.0561,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_blaec_family_class_c_beta-lactamase,multispecies_blaec_family_class_c_beta-lactamase,-0.0559,0.0559,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,small_multidrug_resistance_smr_efflux_transporter_qace_delta_1_quaternary_ammonium_compounds,0.0559,0.0559,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__tetracycline_resistance_mfs_efflux_pump_tetb,tetracycline_resistance_mfs_efflux_pump_tetb,0.0556,0.0556,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mdtp_2,mdtp_2,-0.0555,0.0555,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__ctx-m-27,ctx-m-27,0.0549,0.0549,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__arnf,arnf,0.0545,0.0545,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,transcriptional_regulator_of_catabolic_arginine_decarboxylase_adia,-0.0539,0.0539,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__ec-18,ec-18,0.0538,0.0538,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cmycmy-2cfelat_family,cmycmy-2cfelat_family,0.0537,0.0537,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__copper_sensory_histidine_kinase_cpxa,copper_sensory_histidine_kinase_cpxa,0.0535,0.0535,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__basr,basr,-0.0535,0.0535,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_macrolide_efflux_mfs_transporter_mefb,multispecies_macrolide_efflux_mfs_transporter_mefb,0.0534,0.0534,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aada24,aada24,-0.0532,0.0532,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__d-alanine--d-alanine_ligase_ec_6.3.2.4,d-alanine--d-alanine_ligase_ec_6.3.2.4,-0.0531,0.0531,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,fluoroquinolone-acetylating_aminoglycoside_6-n-acetyltransferase_aac6-ib-cr,0.0526,0.0526,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,escherichia_coli_cyaa_with_mutation_conferring_resistance_to_fosfomycin,-0.0518,0.0518,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aada15,aada15,0.0509,0.0509,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cata1cata4_family,cata1cata4_family,-0.0509,0.0509,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__transcription-repair_coupling_factor,transcription-repair_coupling_factor,-0.0508,0.0508,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,multispecies_ant3-ia_family_aminoglycoside_nucleotidyltransferase_aada1,0.0504,0.0504,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__gadx,gadx,-0.0504,0.0504,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__inha_fabi,inha_fabi,0.0502,0.0502,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aminoglycoside_nucleotidyltransferase_ant2-ia,aminoglycoside_nucleotidyltransferase_ant2-ia,0.0499,0.0499,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aada8,aada8,0.0497,0.0497,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__acrb,acrb,-0.0496,0.0496,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__emry,emry,-0.0495,0.0495,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,multispecies_aminoglycoside_n-acetyltransferase_aac3-iid,0.0494,0.0494,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__isoleucyl-trna_synthetase_ec_6.1.1.5,isoleucyl-trna_synthetase_ec_6.1.1.5,0.0488,0.0488,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,undecaprenyl_phosphate-aminoarabinose_flippase_subunit_arnf,0.0488,0.0488,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__leuo_2,leuo_2,-0.0483,0.0483,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__tem_family_class_a_beta-lactamase,tem_family_class_a_beta-lactamase,-0.0483,0.0483,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__acra_2,acra_2,0.0483,0.0483,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__maca,maca,0.048,0.048,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__pmre,pmre,-0.0478,0.0478,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,x_3-oxoacyl-acyl-carrier-protein_synthase_kasii_ec_2.3.1.179,-0.0474,0.0474,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,udp-4-amino-4-deoxy-l-arabinose_formyltransferase_ec_2.1.2.13_udp-glucuronic_acid_oxidase_udp-4-keto-hexauronic_acid_dec,-0.0473,0.0473,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__klebsiella_pneumoniae_kpne,klebsiella_pneumoniae_kpne,-0.047,0.047,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__acrab-tolc,acrab-tolc,0.0465,0.0465,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__ec-8,ec-8,-0.0461,0.0461,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multiple_antibiotic_resistance_protein_mara,multiple_antibiotic_resistance_protein_mara,0.0455,0.0455,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__rpoc,rpoc,0.0453,0.0453,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__flor,flor,0.0451,0.0451,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__s12p,s12p,0.0447,0.0447,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__qach,qach,0.0446,0.0446,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cpxa,cpxa,-0.044,0.044,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__sensory_histidine_kinase_baes,sensory_histidine_kinase_baes,0.0436,0.0436,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__copper-sensing_two-component_system_response_regulator_cpxr,copper-sensing_two-component_system_response_regulator_cpxr,0.0431,0.0431,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__parc,parc,0.043,0.043,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mdta,mdta,-0.043,0.043,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__dfra14,dfra14,0.0421,0.0421,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__dfra12,dfra12,0.0417,0.0417,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__yfbe,yfbe,-0.0414,0.0414,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__positive_transcription_regulator_evga,positive_transcription_regulator_evga,0.0412,0.0412,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aada2,aada2,0.041,0.041,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cati,cati,0.0407,0.0407,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__pmrd,pmrd,0.0407,0.0407,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mdea,mdea,0.0404,0.0404,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__emre,emre,-0.0404,0.0404,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__escherichia_fosfomycin_resistant_glpt,escherichia_fosfomycin_resistant_glpt,-0.0404,0.0404,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__nad--rifampin_adp-ribosyltransferase,nad--rifampin_adp-ribosyltransferase,0.0403,0.0403,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__oxyr,oxyr,0.0401,0.0401,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,escherichia_coli_soxs_with_mutation_conferring_antibiotic_resistance,-0.0401,0.0401,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__catii_from_escherichia_coli_k-12,catii_from_escherichia_coli_k-12,-0.0401,0.0401,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__suge,suge,0.0401,0.0401,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,multidrug_efflux_system_acref-tolc_inner-membrane_protondrug_antiporter_acrf_rnd_type,-0.0398,0.0398,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__broad-spectrum_class_a_beta-lactamase_shv-1,broad-spectrum_class_a_beta-lactamase_shv-1,-0.0398,0.0398,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__oprb,oprb,-0.0397,0.0397,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mcr-1,mcr-1,0.0396,0.0396,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,multidrug_efflux_system_emrky-tolc_membrane_fusion_component_emrk,0.0394,0.0394,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__fosa4,fosa4,-0.0392,0.0392,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mpha_family,mpha_family,0.039,0.039,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__ceob,ceob,-0.0387,0.0387,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,undecaprenyl_phosphate-alpha-4-amino-4-deoxy-l-arabinose_arabinosyl_transferase_ec_2.4.2.43_polymyxin_resistance_protein,-0.0387,0.0387,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__phosphoethanolamine--lipid_a_transferase_mcr-1.1,phosphoethanolamine--lipid_a_transferase_mcr-1.1,0.0387,0.0387,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__qnrb10,qnrb10,0.0386,0.0386,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__neo,neo,-0.0386,0.0386,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__shv-1,shv-1,-0.0386,0.0386,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__marb,marb,0.0385,0.0385,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__escherichia_colistin_resistant_pmrb,escherichia_colistin_resistant_pmrb,-0.0383,0.0383,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__epta,epta,-0.038,0.038,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,membrane_fusion_component_mdto_of_tripartite_multidrug_resistance_system,-0.0375,0.0375,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__katg,katg,-0.0374,0.0374,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__class_c_extended-spectrum_beta-lactamase_ec-19,class_c_extended-spectrum_beta-lactamase_ec-19,0.0372,0.0372,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mexab-oprm,mexab-oprm,0.0372,0.0372,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multidrug_efflux_pump_mdtm_of_mfs_type,multidrug_efflux_pump_mdtm_of_mfs_type,0.0368,0.0368,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aac3-via,aac3-via,-0.0368,0.0368,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__pentapeptide_repeat_protein_qnrb_family,pentapeptide_repeat_protein_qnrb_family,0.0366,0.0366,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,multispecies_class_a_extended-spectrum_beta-lactamase_ctx-m-55,0.0363,0.0363,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__catb10,catb10,-0.0361,0.0361,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,multispecies_sulfonamide-resistant_dihydropteroate_synthase_sul3,0.036,0.036,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__pmrf,pmrf,0.0358,0.0358,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aac6-ib_family_aminoglycoside_6-n-acetyltransferase,aac6-ib_family_aminoglycoside_6-n-acetyltransferase,0.0356,0.0356,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aph3-i,aph3-i,0.0355,0.0355,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,aminoglycoside_3-nucleotidyltransferase_ec_2.7.7.-_ant3-ia_aada_family,0.0355,0.0355,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__aada22,aada22,-0.0351,0.0351,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__hydrogen_peroxide-inducible_genes_activator_oxyr,hydrogen_peroxide-inducible_genes_activator_oxyr,0.035,0.035,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__dxr,dxr,-0.0348,0.0348,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__extended-spectrum_class_a_beta-lactamase_ctx-m-27,extended-spectrum_class_a_beta-lactamase_ctx-m-27,0.0346,0.0346,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__gadw_2,gadw_2,-0.0344,0.0344,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__yfbw,yfbw,-0.0344,0.0344,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__glycerol-3-phosphate_transporter,glycerol-3-phosphate_transporter,0.0341,0.0341,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__iles,iles,-0.0339,0.0339,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cpxr,cpxr,0.0334,0.0334,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__mdto,mdto,0.0332,0.0332,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__rho,rho,-0.0329,0.0329,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__alanyl-trna_synthetase_ec_6.1.1.7,alanyl-trna_synthetase_ec_6.1.1.7,-0.0323,0.0323,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,multispecies_chloramphenicol_efflux_mfs_transporter_cmla1,0.0321,0.0321,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__emra,emra,-0.0317,0.0317,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__pipb2_2,pipb2_2,-0.0317,0.0317,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__cata2_family,cata2_family,0.031,0.031,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__lsu_ribosomal_protein_l6p_l9e,lsu_ribosomal_protein_l6p_l9e,-0.0307,0.0307,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__sul2,sul2,0.0305,0.0305,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,inner_membrane_component_mdtn_of_tripartite_multidrug_resistance_system,-0.0305,0.0305,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
amr__multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,multispecies_chloramphenicolflorfenicol_efflux_mfs_transporter_flor,0.0303,0.0303,absolute_logistic_coefficient,ciprofloxacin,logistic_regression_balanced
